username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
HiramPascoal;2017-06-09 19:36;0;0;"Que o governo Temer prospere na economia, casse anti patriotas, crie a lei de abuso de autoridades e da mordaça na imprensa.";;;#governo #Temer #economia #patriotas #imprensa;"873322944403058688";https://twitter.com/HiramPascoal/status/873322944403058688
FGV;2017-06-09 19:35;0;0;"FGV IBRE realiza 2º Seminário de Análise Conjuntural de 2017:  Economia ";;;#Economia;"873322579230109696";https://twitter.com/FGV/status/873322579230109696
TSFRadio;2017-06-09 19:33;0;1;"Economia SIVA acusa: "DECO não me merece crédito"  Em ";;;#Economia;"873322102564114432";https://twitter.com/TSFRadio/status/873322102564114432
noticiaminutobr;2017-06-09 19:23;0;0;"SP coloca em operação primeiros geradores de energia eólica do estado  economia";;;#economia;"873319592390782977";https://twitter.com/noticiaminutobr/status/873319592390782977
bahiaja;2017-06-09 19:22;0;0;"SDE apresenta oportunidades de negócios para indústria automotiva Economia ";;;#Economia;"873319402980114432";https://twitter.com/bahiaja/status/873319402980114432
TSFRadio;2017-06-09 19:20;0;1;"Economia Carros de Luxo vendem bem com ou sem crise  Em ";;;#Economia;"873318823713054720";https://twitter.com/TSFRadio/status/873318823713054720
cristianonovais;2017-06-09 19:10;0;0;"The latest Diário Cristiano Novais!  catracario economia";;;#catracario #economia;"873316466560552961";https://twitter.com/cristianonovais/status/873316466560552961
TSFRadio;2017-06-09 19:06;1;1;"Economia "Os impostos sobre os carros em Portugal são um exagero"  Em ";;;#Economia;"873315311969124352";https://twitter.com/TSFRadio/status/873315311969124352
npdiarioportal;2017-06-09 18:54;0;0;"Municípios do Paraná receberão R$ 280 milhões de FPM extra Economia Política ";;;#Economia #Pol;"873312347183489025";https://twitter.com/npdiarioportal/status/873312347183489025
24BrasilNoticia;2017-06-09 18:48;0;0;"AGU quer acesso a termos de acordo de leniência da J&F  notícias Economia ";;;#not #Economia;"873310749887795204";https://twitter.com/24BrasilNoticia/status/873310749887795204
24BrasilNoticia;2017-06-09 18:46;0;0;"Moody's corta rating da JBS e mantém revisão para rebaixamento  notícias Economia ";;;#not #Economia;"873310245967286275";https://twitter.com/24BrasilNoticia/status/873310245967286275
noticiaminutobr;2017-06-09 18:27;0;0;"A mais nova batalha judicial da Boeing  economia";;;#economia;"873305687316733954";https://twitter.com/noticiaminutobr/status/873305687316733954
noticiaminutobr;2017-06-09 18:18;0;0;"OIT poderá apreciar denúncias de violações trabalhistas no Brasil  economia";;;#economia;"873303203911262210";https://twitter.com/noticiaminutobr/status/873303203911262210
FECOMERCIO;2017-06-09 18:16;2;1;"Proporção de famílias paulistanas com contas em atraso atinge 19,2%  economia";;;#economia;"873302923580760066";https://twitter.com/FECOMERCIO/status/873302923580760066
24BrasilNoticia;2017-06-09 18:03;0;0;"Viana abre mais de 100 vagas em cursos profissionalizantes gratuitos  notícias Economia ";;;#not #Economia;"873299661532082176";https://twitter.com/24BrasilNoticia/status/873299661532082176
FGV;2017-06-09 17:35;1;0;"Dia dos Namorados mais caro:  Inflação DiadosNamorados Economia ";;;#Infla #DiadosNamorados #Economia;"873292381956788224";https://twitter.com/FGV/status/873292381956788224
portalR7;2017-06-09 17:13;9;22;"Com ou sem Temer: para mercado, o que interessa é aprovação das reformas  Economia ";;;#Economia;"873287028678565888";https://twitter.com/portalR7/status/873287028678565888
24BrasilNoticia;2017-06-09 17:10;0;0;"Precisando ampliar o orçamento? Confira 4 apps que podem pagar você  notícias Economia ";;;#not #Economia;"873286087065600000";https://twitter.com/24BrasilNoticia/status/873286087065600000
GaelleDalia;2017-06-09 16:39;0;0;"Ser diferente! cocochanel frases tarotdaliagaelle canarias sololaveedad amor trabajo Economia suerte twitter destino tu mismo";;;#cocochanel #frases #tarotdaliagaelle #canarias #sololaveedad #amor #trabajo #Economia #suerte #twitter #destino #tu #mismopic;"873278348469956608";https://twitter.com/GaelleDalia/status/873278348469956608
noticiaminutobr;2017-06-09 16:38;0;0;"Saques do FGTS: Caixa deve atender 7,5 mi de trabalhadores no sábado  economia";;;#economia;"873278041333673984";https://twitter.com/noticiaminutobr/status/873278041333673984
MaisQuestoes;2017-06-09 16:33;0;0;"Economia: Comércio estima crescimento de 2,5% por Dia dos Namorados ";;;#Economia;"873276967210102785";https://twitter.com/MaisQuestoes/status/873276967210102785
24BrasilNoticia;2017-06-09 16:30;0;2;"Corinthians lança operadora própria de telefonia celular  notícias Economia ";;;#not #Economia;"873276019892998144";https://twitter.com/24BrasilNoticia/status/873276019892998144
cleuberdacunha;2017-06-09 16:28;0;0;"Gesner Oliveira: Nova política de preços de gás da Petrobras é boa notícia para o consumidor  Economia";;;#Economia;"873275665386229760";https://twitter.com/cleuberdacunha/status/873275665386229760
UOLNoticias;2017-06-09 16:28;3;7;"Gesner Oliveira: Nova política de preços de gás da Petrobras é boa notícia para o consumidor  Economia";;;#Economia;"873275522876354561";https://twitter.com/UOLNoticias/status/873275522876354561
portalR7;2017-06-09 16:24;9;7;"Dólar sobe e termina a semana encostado no patamar de R$ 3,30  Economia ";;;#Economia;"873274522094489600";https://twitter.com/portalR7/status/873274522094489600
24BrasilNoticia;2017-06-09 16:14;0;0;"ES registra R$ 5 bilhões por ano em fraudes fiscais, aponta Sindifiscal  notícias Economia ";;;#not #Economia;"873271994904653824";https://twitter.com/24BrasilNoticia/status/873271994904653824
FECOMERCIO;2017-06-09 16:00;1;0;"Intenção de consumo das famílias paulistanas cai 2,7% em 15 dias após nova crisepolítica  economia";;;#crisepol #economia;"873268699263901697";https://twitter.com/FECOMERCIO/status/873268699263901697
portaljovempan;2017-06-09 16:00;2;4;"Com saques do FGTS, Caixa deve atender 7,5 milhões de trabalhadores no sábado:  Noticias Politica Economia ";;;#Noticias #Politica #Economia;"873268471731060736";https://twitter.com/portaljovempan/status/873268471731060736
BANDBA;2017-06-09 15:16;0;0;"BandCidade: Saiba o que fazer para evitar dívidas enquanto se está desempregadodesemprego crise economia... ";;;#BandCidade #desemprego #crise #economia;"873257578230407169";https://twitter.com/BANDBA/status/873257578230407169
FECOMERCIO;2017-06-09 15:15;0;0;"Confiança do empresário do comércio paulistano cresce pelo terceiro mês seguido  economia";;;#economia;"873257373061840898";https://twitter.com/FECOMERCIO/status/873257373061840898
noticiaminutobr;2017-06-09 14:58;0;0;"Em processo de recuperação judicial, Oi considera aumento de capital  economia";;;#economia;"873252973488599041";https://twitter.com/noticiaminutobr/status/873252973488599041
Jornal_Canyons;2017-06-09 14:51;0;0;" oficializa proposta de € 1 bi para compra da britânica The Body Shop → Bussiness Economia Natura JornaldosCanyons JdC";;@NaturaNet;#Bussiness #Economia #Natura #JornaldosCanyons #JdCpic;"873251217312555009";https://twitter.com/Jornal_Canyons/status/873251217312555009
AtualNoticia;2017-06-09 14:46;0;0;"Bob’s substitui atendentes por terminais em lojas 100% digitais  Economia";;;#Economia;"873249868554264576";https://twitter.com/AtualNoticia/status/873249868554264576
radiosociedade;2017-06-09 14:29;0;0;"Inflação aumenta para 0,31%, diz IPCA .Veja mais detalhes no site.   Economia Notícias";;;#Economia #Not;"873245574962831360";https://twitter.com/radiosociedade/status/873245574962831360
TSFRadio;2017-06-09 14:22;0;0;"Economia BE acredita em voto unânime contra "rendas excessivas"  Em ";;;#Economia;"873243831818346496";https://twitter.com/TSFRadio/status/873243831818346496
24BrasilNoticia;2017-06-09 14:22;1;0;"Bob's substitui atendentes por terminais em lojas 100% digitais  notícias Economia ";;;#not #Economia;"873243807969660928";https://twitter.com/24BrasilNoticia/status/873243807969660928
EuroMG;2017-06-09 14:15;0;0;"El varapalo del Constitucional al Gobierno desautoriza futuras amnistías fiscales españa economía | E M G ";;;#Constitucional #Gobierno #amnist #fiscales #espa #econom;"873242101017964544";https://twitter.com/EuroMG/status/873242101017964544
PortalContato;2017-06-09 14:10;0;0;"Empresários querem abertura de novas rotas para Porto de Imbituba  porto economia";;;#porto #economia;"873240893305888769";https://twitter.com/PortalContato/status/873240893305888769
radiosociedade;2017-06-09 14:05;1;0;"Indústria cresce em abril em apenas 5 dos 14 estados ... .Veja mais detalhes no site.   Economia Notícias";;;#Economia #Not;"873239545613103104";https://twitter.com/radiosociedade/status/873239545613103104
Relatorio;2017-06-09 14:00;0;0;"Eliseu Padilha e Moreira Franco aceitaram ser as madrinhas das segundas núpcias de Henrique Meirelles com o PMDB.Economia Política";;;#Economia #Pol;"873238273614790656";https://twitter.com/Relatorio/status/873238273614790656
noticiaminutobr;2017-06-09 13:58;0;0;"Acordo de leniência da JBS gera polêmica entre funcionários do BNDES  economia";;;#economia;"873237876720508929";https://twitter.com/noticiaminutobr/status/873237876720508929
midiasemmascara;2017-06-09 13:53;20;50;"'Por que as esquerdas odeiam as privatizações?'Por - Brasil esquerdismo Economia ";;@PERCIVALPUGGINA;#Brasil #esquerdismo #Economia;"873236682606247936";https://twitter.com/midiasemmascara/status/873236682606247936
Cristovao_dm;2017-06-09 13:43;0;0;"Economia.Meirelles: votação da reforma trabalhista deve acontecer em junho ";;;#Economia;"873234105764327425";https://twitter.com/Cristovao_dm/status/873234105764327425
Cristovao_dm;2017-06-09 13:42;0;0;"Economia.Natura negocia com L’Oreal compra da Body Shop por 1 bilhão de euros ";;;#Economia;"873233790868566018";https://twitter.com/Cristovao_dm/status/873233790868566018
Cristovao_dm;2017-06-09 13:41;0;0;"Economia.Preço de medicamentos sobe acima da inflação: confira como economizar ";;;#Economia;"873233657158348800";https://twitter.com/Cristovao_dm/status/873233657158348800
Cristovao_dm;2017-06-09 13:40;0;0;"Economia.Crise e desemprego fazem Brasil ter ‘exército’ de 60 milhões de pessoas com o nome sujo ";;;#Economia;"873233325942611969";https://twitter.com/Cristovao_dm/status/873233325942611969
Cristovao_dm;2017-06-09 13:39;0;0;"Economia.Inflação acelera em maio, mas em doze meses tem menor taxa em dez anos ";;;#Economia;"873233185668308992";https://twitter.com/Cristovao_dm/status/873233185668308992
Cristovao_dm;2017-06-09 13:39;0;0;"Economia.Mercado teme desembarque de tucanos do governo ";;;#Economia;"873233019770994688";https://twitter.com/Cristovao_dm/status/873233019770994688
Cristovao_dm;2017-06-09 13:37;0;0;"Economia.PF faz operação na JBS para investigar uso de informação privilegiada na compra de dólar ";;;#Economia;"873232543780401152";https://twitter.com/Cristovao_dm/status/873232543780401152
24BrasilNoticia;2017-06-09 13:34;0;0;"Carrefour escolhe ex-CEO da Fnac para presidir o grupo  notícias Economia ";;;#not #Economia;"873231728499974147";https://twitter.com/24BrasilNoticia/status/873231728499974147
contraescarpa1;2017-06-09 13:08;0;0;"Daniel Bessa: "Não há razão nenhuma para não ser corrupto em Portugal": O ex-ministro da Economia culpa os… ";;;#Economia;"873225193199591424";https://twitter.com/contraescarpa1/status/873225193199591424
RosiellePegado;2017-06-09 13:00;0;0;"Como se sentir mais seguro em época de desemprego? segurança desemprego economia";;;#seguran #desemprego #economia;"873223173805817856";https://twitter.com/RosiellePegado/status/873223173805817856
_Lavoisier;2017-06-09 12:51;0;0;"Apesar de Temer & Meirelles garantirem que a inflação acabou meirelles ForaTemer Temer julgamentonoTSE UOL Folha G1 Economia ";;;#meirelles #ForaTemer #Temer #julgamentonoTSE #UOL #Folha #G1 #Economia;"873220993266970625";https://twitter.com/_Lavoisier/status/873220993266970625
radiosociedade;2017-06-09 12:38;0;0;"Evento de inovação de empresas acontece em Salvador .Veja mais detalhes no site.   Economia Notícias";;;#Economia #Not;"873217661685170176";https://twitter.com/radiosociedade/status/873217661685170176
tribunamadeira;2017-06-09 12:34;0;0;"Lufthansa já aceita pagamentos no check-in e portas de embarque  economia portugal";;;#Lufthansa #economia #portugal;"873216778939363330";https://twitter.com/tribunamadeira/status/873216778939363330
MaisQuestoes;2017-06-09 12:28;0;0;"Economia: Indústria cresce em abril em 5 dos 14 Estados pesquisados ";;;#Economia;"873215259208712192";https://twitter.com/MaisQuestoes/status/873215259208712192
tribunamadeira;2017-06-09 11:54;0;0;"Associação dos Industriais Metalúrgicos assinalou 60 anos  economia portugal";;;#economia #portugal;"873206689255829505";https://twitter.com/tribunamadeira/status/873206689255829505
24BrasilNoticia;2017-06-09 11:50;0;0;"Unidade promocional da Brasiles Construtora tem armários planejados de bônus  notícias Economia ";;;#not #Economia;"873205555216740352";https://twitter.com/24BrasilNoticia/status/873205555216740352
24BrasilNoticia;2017-06-09 11:46;0;0;"Homem é condenado a 35 anos de prisão por postagens no Facebook  notícias Economia ";;;#not #Economia;"873204549363879936";https://twitter.com/24BrasilNoticia/status/873204549363879936
noticiaminutobr;2017-06-09 11:40;0;0;"JBS é alvo de operação da Polícia Federal  economia";;;#economia;"873203220457435136";https://twitter.com/noticiaminutobr/status/873203220457435136
MaisQuestoes;2017-06-09 11:18;0;0;"Economia: Inadimplência no Brasil cresce 1,31% em maio, diz pesquisa ";;;#Economia;"873197649071046656";https://twitter.com/MaisQuestoes/status/873197649071046656
fgvbmhs;2017-06-09 11:10;1;0;"Dia dos Namorados mais caro:   Inflação DiadosNamorados Economia  ibre";;@fgv @fgvibre;#Infla #DiadosNamorados #Economia;"873195653048020996";https://twitter.com/fgvbmhs/status/873195653048020996
24BrasilNoticia;2017-06-09 10:58;2;0;"Ações da JBS lideram quedas na bolsa após nova operação da PF  notícias Economia ";;;#not #Economia;"873192470263234560";https://twitter.com/24BrasilNoticia/status/873192470263234560
MaisQuestoes;2017-06-09 10:53;0;0;"Economia:  BC vê queda da inflação com redução de preço de combustível ";;;#Economia;"873191399587545088";https://twitter.com/MaisQuestoes/status/873191399587545088
FECOMERCIO;2017-06-09 10:45;1;0;"Receita de R$ 23,2 bilhões é a segunda maior cifra para o mês desde 2010  economia";;;#economia;"873189401731399681";https://twitter.com/FECOMERCIO/status/873189401731399681
portaljovempan;2017-06-09 10:45;4;5;"> : "Inflação anual cai além do esperado" |  Economia ";;@DeniseCToledo8;#Economia;"873189192066453506";https://twitter.com/portaljovempan/status/873189192066453506
tribunamadeira;2017-06-09 10:39;0;0;"‘Não é necessária paragem temporária de pesca por motivos biológicos’ nos Açores  economia";;;#pesca #A #economia;"873187777160122369";https://twitter.com/tribunamadeira/status/873187777160122369
noticiaminutobr;2017-06-09 10:35;0;0;"Meirelles: dados do investimento foram positivos; em maio foi robusto  economia";;;#economia;"873186797043560448";https://twitter.com/noticiaminutobr/status/873186797043560448
uinstante;2017-06-09 10:30;0;0;" Inflação deve cair com redução de preços de combustíveis, diz Goldfajn - BCB Economia Juros Selic";;;#BCB #Economia #Juros #Selicpic;"873185627084382208";https://twitter.com/uinstante/status/873185627084382208
MaisQuestoes;2017-06-09 10:28;0;0;"Economia: IPC-S cai nas sete capitais na primeira semana de junho ";;;#Economia;"873185034513133570";https://twitter.com/MaisQuestoes/status/873185034513133570
24BrasilNoticia;2017-06-09 10:28;0;0;"O PSDB enfrenta um dilema, de novo  notícias Economia ";;;#not #Economia;"873184920608419840";https://twitter.com/24BrasilNoticia/status/873184920608419840
TitiCorrea10;2017-06-09 10:16;0;0;"Na minha opinião, mesmo com o enfraquecimento de  , Brexit é uma temeridade. Economia negocio";;@theresa_may;#Brexit #Economia #negociohttps;"873181950621732864";https://twitter.com/TitiCorrea10/status/873181950621732864
revistaencontro;2017-06-09 10:13;0;2;"Ótima notícia para quem paga aluguel:  FGV GetúlioVargas IGP inflação deflação economia índice preço";;;#aluguel #FGV #Get #IGP #infla #defla #economia # #pre;"873181180455251968";https://twitter.com/revistaencontro/status/873181180455251968
noticiaminutobr;2017-06-09 10:10;0;0;"Inflação oficial é a menor parao mês de maio desde 2007  economia";;;#economia;"873180503335219200";https://twitter.com/noticiaminutobr/status/873180503335219200
0000_leao;2017-06-09 10:09;0;0;""Xoésley safadão" é o cara (Sqn. ou será que sim? o.Õ )  :p Economia ";;;#Economia;"873180146865500160";https://twitter.com/0000_leao/status/873180146865500160
24BrasilNoticia;2017-06-09 10:08;0;0;"Mais de 38 mil capixabas ainda não sacaram o Pis/Pasep. Saiba se você tem direito!  notícias Economia ";;;#not #Economia;"873179890035691520";https://twitter.com/24BrasilNoticia/status/873179890035691520
portalne10;2017-06-09 10:07;0;0;"Economia Governo espera receita de R$ 43 bilhões com fim da Infraero »  | Via .twitter.com/ttyF9a9ISh";;@jc_pepic;#Economia;"873179824466145280";https://twitter.com/portalne10/status/873179824466145280
cemig_energia;2017-06-09 09:41;0;2;"As lâmpadas de Led são 80% mais econômicas, tem uma vida útil muito maior e iluminam melhor os ambientes. ;) FicaDica Cemig Economia ";;;#FicaDica #Cemig #Economia;"873173254722244610";https://twitter.com/cemig_energia/status/873173254722244610
Zambbao;2017-06-09 09:36;0;0;"Receita abre consulta a primeiro lote de restituição do IR deste ano economia  via ";;@JornaldoBrasil;#economia;"873171939250118656";https://twitter.com/Zambbao/status/873171939250118656
24BrasilNoticia;2017-06-09 09:26;0;0;"Natura oferece € 1 bilhão pela The Body Shop  notícias Economia ";;;#not #Economia;"873169416208494592";https://twitter.com/24BrasilNoticia/status/873169416208494592
MaisQuestoes;2017-06-09 09:25;0;0;"Economia: Inflação sobe 0,31%, mas é a mais baixa de maio desde 2007 ";;;#Economia;"873169162096570369";https://twitter.com/MaisQuestoes/status/873169162096570369
portalne10;2017-06-09 09:22;0;2;"Economia Maioria dos trabalhadores usou dinheiro para pagar dívidas »  | Via MA10";;;#Economia;"873168534607736833";https://twitter.com/portalne10/status/873168534607736833
CwNovaLetra;2017-06-09 09:16;0;0;"Saiba como reduzir as despesas do seu negócio em   Curitiba Coworking Economia ";;;#Curitiba #Coworking #Economia;"873166791266234368";https://twitter.com/CwNovaLetra/status/873166791266234368
diario_estadogo;2017-06-09 09:10;0;0;"Inflação acelera para 0,31%, mas é a mais baixa para abril desde 2007 economia inflação maio... ";;;#economia #infla #maio;"873165313885351936";https://twitter.com/diario_estadogo/status/873165313885351936
elfocodigital;2017-06-09 09:05;0;0;"Economia Colgate-Palmolive se paralizará por falta de materia prima      ";;;#Economia;"873164071851495426";https://twitter.com/elfocodigital/status/873164071851495426
fasoutolojao;2017-06-09 08:51;1;0;"Final de semana está chegando, venha aproveitar nossas ofertas! OfertasFasouto economia Fds LojãoFasouto... ";;;#OfertasFasouto #economia #Fds #Loj;"873160546652086273";https://twitter.com/fasoutolojao/status/873160546652086273
bahiaja;2017-06-09 08:48;0;0;"VLT DO SUBÚRBIO: Investidores pedem prorrogação da licitação Economia ";;;#Economia;"873159980949663744";https://twitter.com/bahiaja/status/873159980949663744
hudsonpessini;2017-06-09 08:41;0;0;"Bóra estudar! comissaodefinanças economia orçamento HudsonPessini VontadeDeFazer … ";;@;#comissaodefinan #economia #or #HudsonPessini #VontadeDeFazer;"873158106284519425";https://twitter.com/hudsonpessini/status/873158106284519425
cleuberdacunha;2017-06-09 08:41;0;0;"Notícia: Inflação acelera para 0,31%, mas é a mais baixa para maio em dez anos. economia IBGE … ";;;#Infla #economia #IBGE;"873158091361091585";https://twitter.com/cleuberdacunha/status/873158091361091585
iris_da_silva;2017-06-09 08:39;0;0;"Inflação acelera para 0,31%, mas é a mais baixa para maio em dez anos. economia IBGE ";;;#Infla #economia #IBGE;"873157703413235712";https://twitter.com/iris_da_silva/status/873157703413235712
CBNoficial;2017-06-09 08:39;5;11;"Inflação acelera para 0,31%, mas é a mais baixa para maio em dez anos. economia IBGE ";;;#Infla #economia #IBGE;"873157569023545344";https://twitter.com/CBNoficial/status/873157569023545344
noticiaminutobr;2017-06-09 08:35;0;0;"Meirelles é chamado de golpistadurante evento em Paris  economia";;;#economia;"873156595139661825";https://twitter.com/noticiaminutobr/status/873156595139661825
